2013-14 State, District, School Level EOG and EOC Report								
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.								
Results are blank or excluded from the file if the denominator is less than 5 scores or students.								
College & Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above								
								
Note:  Filter applied to all columns headers.  For sorting or filtering, click on the down arrow.								
District Name	School Name	School Code	Subject	Percent Level 1	Percent Level 2	Percent Level 3	Percent Level 4	Percent Level 5
Wake County Schools	Reedy Creek Elementary	920542	EOG Grade 4	21.2	18.6	9.3	38.5	12.4
Wake County Schools	Reedy Creek Elementary	920542	EOG Grade 5	19.9	23.7	12.8	34.0	9.6
Wake County Schools	Reedy Creek Elementary	920542	All Reading	21.8	18.9	14.4	38.5	6.4
Wake County Schools	Reedy Creek Elementary	920542	Reading Grade 3	20.0	18.9	15.8	35.8	9.5
Wake County Schools	Reedy Creek Elementary	920542	Reading Grade 4	24.8	12.4	13.3	45.1	<5
Wake County Schools	Reedy Creek Elementary	920542	Reading Grade 5	20.2	26.0	14.4	33.7	5.8
Wake County Schools	Reedy Creek Elementary	920542	All Math	15.7	23.1	8.7	35.9	16.7
Wake County Schools	Reedy Creek Elementary	920542	Math Grade 3	7.4	23.2	13.7	38.9	16.8
Wake County Schools	Reedy Creek Elementary	920542	Math Grade 4	17.7	24.8	5.3	31.9	20.4
Wake County Schools	Reedy Creek Elementary	920542	Math Grade 5	21.2	21.2	7.7	37.5	12.5
Wake County Schools	Reedy Creek Elementary	920542	All Science	18.3	24.0	16.3	30.8	10.6
Wake County Schools	Reedy Creek Elementary	920542	Science Grade 5	18.3	24.0	16.3	30.8	10.6
Wake County Schools	Richland Creek ES	920543	All Subjects	19.1	22.5	12.1	30.1	16.2
Wake County Schools	Richland Creek ES	920543	All EOG	19.1	22.5	12.1	30.1	16.2
Wake County Schools	Richland Creek ES	920543	EOG Grade 3	8.7	23.9	10.9	41.3	15.2
Wake County Schools	Richland Creek ES	920543	EOG Grade 4	24.1	12.1	8.6	29.3	25.9
Wake County Schools	Richland Creek ES	920543	EOG Grade 5	21.7	30.4	15.9	23.2	8.7
Wake County Schools	Richland Creek ES	920543	All Reading	20.0	17.3	9.3	44.0	9.3
Wake County Schools	Richland Creek ES	920543	Reading Grade 3	13.0	17.4	8.7	56.5	<5
Wake County Schools	Richland Creek ES	920543	Reading Grade 4	24.1	10.3	13.8	41.4	10.3
Wake County Schools	Richland Creek ES	920543	Reading Grade 5	21.7	26.1	<5	34.8	13.0
Wake County Schools	Richland Creek ES	920543	All Math	18.7	26.7	8.0	20.0	26.7
Wake County Schools	Richland Creek ES	920543	Math Grade 3	<5	30.4	13.0	26.1	26.1
Wake County Schools	Richland Creek ES	920543	Math Grade 4	24.1	13.8	<5	17.2	41.4
Wake County Schools	Richland Creek ES	920543	Math Grade 5	26.1	39.1	8.7	17.4	8.7
Wake County Schools	Richland Creek ES	920543	All Science	17.4	26.1	34.8	17.4	<5
Wake County Schools	Richland Creek ES	920543	Science Grade 5	17.4	26.1	34.8	17.4	<5
Wake County Schools	Rolesville Elementary	920544	All Subjects	12.3	15.3	10.5	42.2	19.6
Wake County Schools	Rolesville Elementary	920544	All EOG	12.3	15.3	10.5	42.2	19.6
Wake County Schools	Rolesville Elementary	920544	EOG Grade 3	13.6	11.2	12.1	46.1	17.0
Wake County Schools	Rolesville Elementary	920544	EOG Grade 4	12.8	14.3	10.9	43.0	19.0
Wake County Schools	Rolesville Elementary	920544	EOG Grade 5	11.3	18.3	9.4	39.5	21.5
Wake County Schools	Rolesville Elementary	920544	All Reading	16.6	15.4	12.1	44.9	11.0
Wake County Schools	Rolesville Elementary	920544	Reading Grade 3	14.6	9.7	10.7	50.5	14.6
Wake County Schools	Rolesville Elementary	920544	Reading Grade 4	19.4	13.2	12.4	46.5	8.5
Wake County Schools	Rolesville Elementary	920544	Reading Grade 5	15.3	22.6	12.9	38.7	10.5
Wake County Schools	Rolesville Elementary	920544	All Math	9.6	16.6	9.0	38.2	26.7
Wake County Schools	Rolesville Elementary	920544	Math Grade 3	12.6	12.6	13.6	41.7	19.4
Wake County Schools	Rolesville Elementary	920544	Math Grade 4	6.2	15.5	9.3	39.5	29.5
Wake County Schools	Rolesville Elementary	920544	Math Grade 5	10.5	21.0	<5	33.9	29.8
Wake County Schools	Rolesville Elementary	920544	All Science	8.1	11.3	10.5	46.0	24.2
Wake County Schools	Rolesville Elementary	920544	Science Grade 5	8.1	11.3	10.5	46.0	24.2
Wake County Schools	Rolesville Middle	920545	All Subjects	17.6	23.0	9.3	35.8	14.2
Wake County Schools	Rolesville Middle	920545	All EOG	18.3	23.5	9.3	34.8	14.1
Wake County Schools	Rolesville Middle	920545	EOG Grade 6	19.8	24.9	9.8	30.4	15.1
Wake County Schools	Rolesville Middle	920545	EOG Grade 7	14.7	23.6	8.6	38.6	14.5
Wake County Schools	Rolesville Middle	920545	EOG Grade 8	22.0	20.7	10.0	35.7	11.6
Wake County Schools	Rolesville Middle	920545	All Reading	13.5	24.3	12.4	36.8	13.0
Wake County Schools	Rolesville Middle	920545	Reading Grade 6	14.5	25.8	14.0	32.4	13.3
Wake County Schools	Rolesville Middle	920545	Reading Grade 7	10.2	22.8	10.2	43.5	13.3
Wake County Schools	Rolesville Middle	920545	Reading Grade 8	19.9	24.0	14.4	30.1	11.6
Wake County Schools	Rolesville Middle	920545	All Math	23.4	25.2	6.1	31.0	14.3
Wake County Schools	Rolesville Middle	920545	Math Grade 6	25.2	24.0	5.6	28.3	16.9
Wake County Schools	Rolesville Middle	920545	Math Grade 7	19.2	24.5	6.9	33.7	15.7
Wake County Schools	Rolesville Middle	920545	Math Grade 8	30.6	30.6	5.4	30.6	<5
Wake County Schools	Rolesville Middle	920545	All Science	15.6	7.5	10.2	46.3	20.4
Wake County Schools	Rolesville Middle	920545	Science Grade 8	15.6	7.5	10.2	46.3	20.4
Wake County Schools	Rolesville Middle	920545	All EOC	<5	11.0	7.3	63.4	17.1
Wake County Schools	Rolesville Middle	920545	Math I	<5	11.0	7.3	63.4	17.1
Wake County Schools	Rolesville High	920546	All Subjects	25.1	24.5	12.8	32.1	5.5
Wake County Schools	Rolesville High	920546	All EOC	25.1	24.5	12.8	32.1	5.5
Wake County Schools	Rolesville High	920546	Math I	27.2	22.0	16.6	29.3	<5
Wake County Schools	Rolesville High	920546	Biology	16.9	24.4	9.1	39.4	10.2
Wake County Schools	Rolesville High	920546	English II	30.7	29.7	9.4	29.2	<5
Wake County Schools	Root Elementary	920548	All Subjects	13.9	16.4	10.4	38.0	21.4
Wake County Schools	Root Elementary	920548	All EOG	13.9	16.4	10.4	38.0	21.4
Wake County Schools	Root Elementary	920548	EOG Grade 3	8.9	11.9	7.1	41.1	31.0
Wake County Schools	Root Elementary	920548	EOG Grade 4	16.4	16.4	8.2	41.8	17.1
Wake County Schools	Root Elementary	920548	EOG Grade 5	15.8	19.7	14.1	33.3	17.1
Wake County Schools	Root Elementary	920548	All Reading	14.0	12.8	12.8	41.3	19.1
Wake County Schools	Root Elementary	920548	Reading Grade 3	9.5	8.3	8.3	46.4	27.4
Wake County Schools	Root Elementary	920548	Reading Grade 4	16.4	15.1	12.3	45.2	11.0
Wake County Schools	Root Elementary	920548	Reading Grade 5	16.7	15.4	17.9	32.1	17.9
Wake County Schools	Root Elementary	920548	All Math	14.0	21.3	5.1	33.6	26.0
Wake County Schools	Root Elementary	920548	Math Grade 3	8.3	15.5	6.0	35.7	34.5
Wake County Schools	Root Elementary	920548	Math Grade 4	16.4	17.8	<5	38.4	23.3
Wake County Schools	Root Elementary	920548	Math Grade 5	17.9	30.8	5.1	26.9	19.2
Wake County Schools	Root Elementary	920548	All Science	12.8	12.8	19.2	41.0	14.1
Wake County Schools	Root Elementary	920548	Science Grade 5	12.8	12.8	19.2	41.0	14.1
Wake County Schools	Salem Elementary	920550	All Subjects	11.7	12.3	7.9	38.5	29.6
Wake County Schools	Salem Elementary	920550	All EOG	11.7	12.3	7.9	38.5	29.6
Wake County Schools	Salem Elementary	920550	EOG Grade 3	8.9	12.0	8.6	37.0	33.6
Wake County Schools	Salem Elementary	920550	EOG Grade 4	16.2	11.7	6.0	36.5	29.7
Wake County Schools	Salem Elementary	920550	EOG Grade 5	11.0	12.8	8.5	40.3	27.3
Wake County Schools	Salem Elementary	920550	All Reading	14.2	11.8	8.6	42.1	23.3
Wake County Schools	Salem Elementary	920550	Reading Grade 3	11.0	11.0	8.2	40.4	29.5
Wake County Schools	Salem Elementary	920550	Reading Grade 4	18.8	9.8	5.3	48.1	18.0
Wake County Schools	Salem Elementary	920550	Reading Grade 5	13.4	14.0	11.6	39.0	22.1
Wake County Schools	Salem Elementary	920550	All Math	10.6	13.5	7.1	31.7	37.0
Wake County Schools	Salem Elementary	920550	Math Grade 3	6.8	13.0	8.9	33.6	37.7
Wake County Schools	Salem Elementary	920550	Math Grade 4	13.5	13.5	6.8	24.8	41.4
Wake County Schools	Salem Elementary	920550	Math Grade 5	11.6	14.0	5.8	35.5	33.1
Wake County Schools	Salem Elementary	920550	All Science	8.1	10.5	8.1	46.5	26.7
Wake County Schools	Salem Elementary	920550	Science Grade 5	8.1	10.5	8.1	46.5	26.7
Wake County Schools	Salem Middle	920551	All Subjects	9.6	11.1	6.5	40.9	31.8
Wake County Schools	Salem Middle	920551	All EOG	10.5	12.0	6.8	40.6	30.0
Wake County Schools	Salem Middle	920551	EOG Grade 6	10.7	10.6	7.0	43.5	28.2
Wake County Schools	Salem Middle	920551	EOG Grade 7	11.9	13.4	7.4	39.5	27.8
Wake County Schools	Salem Middle	920551	EOG Grade 8	9.4	12.0	6.4	39.5	32.7
Wake County Schools	Salem Middle	920551	All Reading	9.3	13.7	8.8	44.9	23.4
Wake County Schools	Salem Middle	920551	Reading Grade 6	9.2	11.9	9.5	45.8	23.6
Wake County Schools	Salem Middle	920551	Reading Grade 7	9.0	14.3	9.3	45.1	22.3
Wake County Schools	Salem Middle	920551	Reading Grade 8	9.6	14.9	7.6	43.7	24.2
Wake County Schools	Salem Middle	920551	All Math	13.1	13.3	5.0	36.8	31.8
Wake County Schools	Salem Middle	920551	Math Grade 6	12.2	9.2	<5	41.3	32.8
Wake County Schools	Salem Middle	920551	Math Grade 7	14.7	12.6	5.5	34.0	33.3
Wake County Schools	Salem Middle	920551	Math Grade 8	12.4	18.2	5.1	35.1	29.3
Wake County Schools	Salem Middle	920551	All Science	6.3	<5	6.6	39.6	44.7
Wake County Schools	Salem Middle	920551	Science Grade 8	6.3	<5	6.6	39.6	44.7
Wake County Schools	Salem Middle	920551	All EOC	<5	<5	<5	43.8	49.8
Wake County Schools	Salem Middle	920551	Math I	<5	<5	<5	43.8	49.8
Wake County Schools	Sanderson High	920552	All Subjects	19.8	19.9	10.4	35.7	14.2
Wake County Schools	Sanderson High	920552	All EOC	19.8	19.9	10.4	35.7	14.2
Wake County Schools	Sanderson High	920552	Math I	22.9	21.4	14.2	32.3	9.2
Wake County Schools	Sanderson High	920552	Biology	19.7	22.4	7.8	26.4	23.7
Wake County Schools	Sanderson High	920552	English II	17.3	16.1	9.6	47.8	9.2
Wake County Schools	Sanford Creek Elementary	920554	All Subjects	14.7	24.5	11.7	37.3	11.8
Wake County Schools	Sanford Creek Elementary	920554	All EOG	14.7	24.5	11.7	37.3	11.8
Wake County Schools	Sanford Creek Elementary	920554	EOG Grade 3	10.5	19.8	13.6	37.6	18.6
Wake County Schools	Sanford Creek Elementary	920554	EOG Grade 4	16.9	19.9	7.6	44.1	11.4
Wake County Schools	Sanford Creek Elementary	920554	EOG Grade 5	16.3	30.9	12.9	32.8	7.2
Wake County Schools	Sanford Creek Elementary	920554	All Reading	15.8	25.0	13.3	37.0	9.0
Wake County Schools	Sanford Creek Elementary	920554	Reading Grade 3	10.9	23.3	14.7	34.9	16.3
Wake County Schools	Sanford Creek Elementary	920554	Reading Grade 4	18.6	20.3	9.3	47.5	<5
Wake County Schools	Sanford Creek Elementary	920554	Reading Grade 5	18.2	31.4	15.7	28.9	5.8
Wake County Schools	Sanford Creek Elementary	920554	All Math	13.3	20.9	9.2	40.2	16.3
Wake County Schools	Sanford Creek Elementary	920554	Math Grade 3	10.1	16.3	12.4	40.3	20.9
Wake County Schools	Sanford Creek Elementary	920554	Math Grade 4	15.3	19.5	5.9	40.7	18.6
Wake County Schools	Sanford Creek Elementary	920554	Math Grade 5	14.9	27.3	9.1	39.7	9.1
Wake County Schools	Sanford Creek Elementary	920554	All Science	15.7	33.9	14.0	29.8	6.6
Wake County Schools	Sanford Creek Elementary	920554	Science Grade 5	15.7	33.9	14.0	29.8	6.6
Wake County Schools	Smith Elementary	920560	All Subjects	28.9	22.8	11.2	29.3	7.8
Wake County Schools	Smith Elementary	920560	All EOG	28.9	22.8	11.2	29.3	7.8
Wake County Schools	Smith Elementary	920560	EOG Grade 3	23.3	18.2	16.1	30.5	11.9
Wake County Schools	Smith Elementary	920560	EOG Grade 4	37.4	27.9	7.9	21.1	5.8
Wake County Schools	Smith Elementary	920560	EOG Grade 5	28.0	23.1	9.7	33.3	5.9
Wake County Schools	Smith Elementary	920560	All Reading	32.2	21.3	12.2	29.4	5.0
Wake County Schools	Smith Elementary	920560	Reading Grade 3	25.4	16.9	13.6	33.9	10.2
Wake County Schools	Smith Elementary	920560	Reading Grade 4	42.1	27.4	7.4	21.1	<5
Wake County Schools	Smith Elementary	920560	Reading Grade 5	30.8	20.6	15.0	31.8	<5
Wake County Schools	Smith Elementary	920560	All Math	28.8	25.0	10.9	25.0	10.3
Wake County Schools	Smith Elementary	920560	Math Grade 3	21.2	19.5	18.6	27.1	13.6
Wake County Schools	Smith Elementary	920560	Math Grade 4	32.6	28.4	8.4	21.1	9.5
Wake County Schools	Smith Elementary	920560	Math Grade 5	33.6	28.0	<5	26.2	7.5
Wake County Schools	Smith Elementary	920560	All Science	19.6	20.6	9.3	42.1	8.4
Wake County Schools	Smith Elementary	920560	Science Grade 5	19.6	20.6	9.3	42.1	8.4
Wake County Schools	Southeast Raleigh High	920562	All Subjects	30.7	24.6	11.5	28.7	<5
Wake County Schools	Southeast Raleigh High	920562	All EOC	30.7	24.6	11.5	28.7	<5
Wake County Schools	Southeast Raleigh High	920562	Math I	32.6	26.2	16.8	22.0	<5
Wake County Schools	Southeast Raleigh High	920562	Biology	36.9	26.7	8.3	18.9	9.2
Wake County Schools	Southeast Raleigh High	920562	English II	22.0	20.9	8.9	46.3	<5
Wake County Schools	Stough Elementary	920564	All Subjects	22.2	23.2	12.6	32.7	9.4
Wake County Schools	Stough Elementary	920564	All EOG	22.2	23.2	12.6	32.7	9.4
Wake County Schools	Stough Elementary	920564	EOG Grade 3	20.7	21.3	12.8	33.0	12.2
Wake County Schools	Stough Elementary	920564	EOG Grade 4	18.7	16.7	13.3	42.0	9.3
Wake County Schools	Stough Elementary	920564	EOG Grade 5	25.1	28.0	12.2	27.3	7.4
Wake County Schools	Stough Elementary	920564	All Reading	19.0	20.2	13.6	37.6	9.7
Wake County Schools	Stough Elementary	920564	Reading Grade 3	21.3	21.3	7.4	39.4	10.6
Wake County Schools	Stough Elementary	920564	Reading Grade 4	14.7	13.3	17.3	45.3	9.3
Wake County Schools	Stough Elementary	920564	Reading Grade 5	20.2	24.7	16.9	29.2	9.0
Wake County Schools	Stough Elementary	920564	All Math	23.1	24.2	11.9	30.0	10.8
Wake County Schools	Stough Elementary	920564	Math Grade 3	20.2	21.3	18.1	26.6	13.8
Wake County Schools	Stough Elementary	920564	Math Grade 4	22.7	20.0	9.3	38.7	9.3
Wake County Schools	Stough Elementary	920564	Math Grade 5	26.4	30.8	7.7	26.4	8.8
Wake County Schools	Stough Elementary	920564	All Science	28.6	28.6	12.1	26.4	<5
Wake County Schools	Stough Elementary	920564	Science Grade 5	28.6	28.6	12.1	26.4	<5
Wake County Schools	Swift Creek Elementary	920568	All Subjects	13.5	17.0	11.5	36.1	22.0
Wake County Schools	Swift Creek Elementary	920568	All EOG	13.5	17.0	11.5	36.1	22.0
Wake County Schools	Swift Creek Elementary	920568	EOG Grade 3	16.5	15.3	12.9	31.2	24.1
Wake County Schools	Swift Creek Elementary	920568	EOG Grade 4	13.4	14.0	11.0	43.6	18.0
Wake County Schools	Swift Creek Elementary	920568	EOG Grade 5	11.9	19.5	11.0	34.6	23.0
Wake County Schools	Swift Creek Elementary	920568	All Reading	16.2	14.1	14.8	38.3	16.6
Wake County Schools	Swift Creek Elementary	920568	Reading Grade 3	17.6	10.6	14.1	37.6	20.0
Wake County Schools	Swift Creek Elementary	920568	Reading Grade 4	15.1	10.5	14.0	48.8	11.6
Wake County Schools	Swift Creek Elementary	920568	Reading Grade 5	16.0	19.8	16.0	30.2	17.9
Wake County Schools	Swift Creek Elementary	920568	All Math	13.7	17.7	8.7	32.1	27.8
Wake County Schools	Swift Creek Elementary	920568	Math Grade 3	15.3	20.0	11.8	24.7	28.2
Wake County Schools	Swift Creek Elementary	920568	Math Grade 4	11.6	17.4	8.1	38.4	24.4
Wake County Schools	Swift Creek Elementary	920568	Math Grade 5	14.2	16.0	6.6	33.0	30.2
Wake County Schools	Swift Creek Elementary	920568	All Science	5.7	22.6	10.4	40.6	20.8
Wake County Schools	Swift Creek Elementary	920568	Science Grade 5	5.7	22.6	10.4	40.6	20.8
Wake County Schools	Sycamore Creek Elementary	920569	All Subjects	<5	10.2	8.3	46.2	31.6
Wake County Schools	Sycamore Creek Elementary	920569	All EOG	<5	10.2	8.3	46.2	31.6
Wake County Schools	Sycamore Creek Elementary	920569	EOG Grade 3	<5	7.9	7.9	46.0	35.5
Wake County Schools	Sycamore Creek Elementary	920569	EOG Grade 4	5.9	11.7	7.5	45.3	29.6
Wake County Schools	Sycamore Creek Elementary	920569	EOG Grade 5	<5	11.2	9.2	47.1	29.5
Wake County Schools	Sycamore Creek Elementary	920569	All Reading	<5	12.2	8.9	50.7	23.9
Wake County Schools	Sycamore Creek Elementary	920569	Reading Grade 3	<5	9.3	5.6	50.9	32.2
Wake County Schools	Sycamore Creek Elementary	920569	Reading Grade 4	7.3	12.8	7.8	52.0	20.1
Wake County Schools	Sycamore Creek Elementary	920569	Reading Grade 5	<5	15.5	14.8	49.0	16.8
Wake County Schools	Sycamore Creek Elementary	920569	All Math	<5	8.8	7.3	40.9	39.8
Wake County Schools	Sycamore Creek Elementary	920569	Math Grade 3	<5	6.5	10.3	41.1	38.8
Wake County Schools	Sycamore Creek Elementary	920569	Math Grade 4	<5	10.6	7.3	38.5	39.1
Wake County Schools	Sycamore Creek Elementary	920569	Math Grade 5	<5	9.7	<5	43.2	41.9
Wake County Schools	Sycamore Creek Elementary	920569	All Science	<5	8.4	9.7	49.0	29.7
Wake County Schools	Sycamore Creek Elementary	920569	Science Grade 5	<5	8.4	9.7	49.0	29.7
Wake County Schools	Timber Drive Elementary	920570	All Subjects	19.7	19.9	11.3	35.6	13.4
Wake County Schools	Timber Drive Elementary	920570	All EOG	19.7	19.9	11.3	35.6	13.4
Wake County Schools	Timber Drive Elementary	920570	EOG Grade 3	19.0	20.4	12.0	30.1	18.5
Wake County Schools	Timber Drive Elementary	920570	EOG Grade 4	24.2	19.0	9.7	35.9	11.3
Wake County Schools	Timber Drive Elementary	920570	EOG Grade 5	16.8	20.4	12.1	38.9	11.8
Wake County Schools	Timber Drive Elementary	920570	All Reading	21.4	20.6	13.3	34.8	9.9
Wake County Schools	Timber Drive Elementary	920570	Reading Grade 3	21.3	18.5	12.0	28.7	19.4
Wake County Schools	Timber Drive Elementary	920570	Reading Grade 4	23.4	17.7	14.5	41.1	<5
Wake County Schools	Timber Drive Elementary	920570	Reading Grade 5	19.5	25.7	13.3	33.6	8.0
Wake County Schools	Timber Drive Elementary	920570	All Math	19.4	21.2	7.8	34.2	17.4
Wake County Schools	Timber Drive Elementary	920570	Math Grade 3	16.7	22.2	12.0	31.5	17.6
Wake County Schools	Timber Drive Elementary	920570	Math Grade 4	25.0	20.2	<5	30.6	19.4
Wake County Schools	Timber Drive Elementary	920570	Math Grade 5	15.9	21.2	7.1	40.7	15.0
Wake County Schools	Timber Drive Elementary	920570	All Science	15.0	14.2	15.9	42.5	12.4
Wake County Schools	Timber Drive Elementary	920570	Science Grade 5	15.0	14.2	15.9	42.5	12.4
Wake County Schools	Turner Creek Elementary	920571	All Subjects	8.6	11.4	7.2	42.4	30.4
Wake County Schools	Turner Creek Elementary	920571	All EOG	8.6	11.4	7.2	42.4	30.4
Wake County Schools	Turner Creek Elementary	920571	EOG Grade 3	11.7	10.6	7.4	36.5	33.7
Wake County Schools	Turner Creek Elementary	920571	EOG Grade 4	9.8	10.6	6.5	41.1	32.1
Wake County Schools	Turner Creek Elementary	920571	EOG Grade 5	6.1	12.2	7.4	46.6	27.6
Wake County Schools	Turner Creek Elementary	920571	All Reading	10.0	13.0	9.5	46.7	20.9
Wake County Schools	Turner Creek Elementary	920571	Reading Grade 3	12.8	9.2	7.8	44.0	26.2
Wake County Schools	Turner Creek Elementary	920571	Reading Grade 4	11.4	11.4	9.8	52.8	14.6
Wake County Schools	Turner Creek Elementary	920571	Reading Grade 5	6.3	17.7	10.8	44.3	20.9
Wake County Schools	Turner Creek Elementary	920571	All Math	8.3	10.9	<5	33.6	42.9
Wake County Schools	Turner Creek Elementary	920571	Math Grade 3	10.6	12.1	7.1	29.1	41.1
Wake County Schools	Turner Creek Elementary	920571	Math Grade 4	8.1	9.8	<5	29.3	49.6
Wake County Schools	Turner Creek Elementary	920571	Math Grade 5	6.3	10.8	<5	41.1	39.2
Wake County Schools	Turner Creek Elementary	920571	All Science	5.7	8.2	8.9	54.4	22.8
Wake County Schools	Turner Creek Elementary	920571	Science Grade 5	5.7	8.2	8.9	54.4	22.8
Wake County Schools	Underwood Elementary	920572	All Subjects	9.4	10.7	6.7	42.3	30.8
Wake County Schools	Underwood Elementary	920572	All EOG	9.4	10.7	6.7	42.3	30.8
Wake County Schools	Underwood Elementary	920572	EOG Grade 3	7.6	5.9	8.2	42.9	35.3
Wake County Schools	Underwood Elementary	920572	EOG Grade 4	14.4	12.6	5.2	38.5	29.3
Wake County Schools	Underwood Elementary	920572	EOG Grade 5	7.4	12.6	6.7	44.4	28.9
Wake County Schools	Underwood Elementary	920572	All Reading	10.7	7.3	8.8	47.7	25.6
Wake County Schools	Underwood Elementary	920572	Reading Grade 3	8.2	<5	10.6	43.5	34.1
Wake County Schools	Underwood Elementary	920572	Reading Grade 4	16.1	9.2	<5	50.6	20.7
Wake County Schools	Underwood Elementary	920572	Reading Grade 5	7.8	8.9	12.2	48.9	22.2
Wake County Schools	Underwood Elementary	920572	All Math	9.5	13.0	5.7	33.2	38.5
Wake County Schools	Underwood Elementary	920572	Math Grade 3	7.1	8.2	5.9	42.4	36.5
Wake County Schools	Underwood Elementary	920572	Math Grade 4	12.6	16.1	6.9	26.4	37.9
Wake County Schools	Underwood Elementary	920572	Math Grade 5	8.9	14.4	<5	31.1	41.1
Wake County Schools	Underwood Elementary	920572	All Science	5.6	14.4	<5	53.3	23.3
Wake County Schools	Underwood Elementary	920572	Science Grade 5	5.6	14.4	<5	53.3	23.3
Wake County Schools	Vance Elementary	920576	All Subjects	16.6	20.9	10.4	34.0	18.1
Wake County Schools	Vance Elementary	920576	All EOG	16.6	20.9	10.4	34.0	18.1
Wake County Schools	Vance Elementary	920576	EOG Grade 3	8.0	19.3	16.0	36.7	20.0
